id_ingredient,id_nutrient,value,min,max
78,1,1853.95,100.0,3607.9
226,1,1853.95,100.0,3607.9
227,1,1853.95,100.0,3607.9
301,1,1853.95,100.0,3607.9
364,1,1853.95,100.0,3607.9
572,1,1853.95,100.0,3607.9
78,1,4150.0,600.0,7700.0
226,1,4150.0,600.0,7700.0
227,1,4150.0,600.0,7700.0
301,1,4150.0,600.0,7700.0
364,1,4150.0,600.0,7700.0
572,1,4150.0,600.0,7700.0
50,1,2500.0,100.0,4900.0
51,1,2500.0,100.0,4900.0
50,1,1300.0,600.0,2000.0
51,1,1300.0,600.0,2000.0
50,1,42600.0,37000.0,48200.0
51,1,42600.0,37000.0,48200.0
113,1,4500.0,4300.0,4700.0
582,1,4500.0,4300.0,4700.0
113,1,12410.0,6800.0,18020.0
582,1,12410.0,6800.0,18020.0
33,1,1150.0,200.0,2100.0
464,1,1150.0,200.0,2100.0
488,1,1150.0,200.0,2100.0
33,1,40000.0,40000.0,40000.0
464,1,40000.0,40000.0,40000.0
488,1,40000.0,40000.0,40000.0
55,1,,,
56,1,,,
55,1,2165.0,130.0,4200.0
56,1,2165.0,130.0,4200.0
55,1,26110.65,24273.0,27948.3
56,1,26110.65,24273.0,27948.3
240,1,1700.0,600.0,2800.0
240,1,5850.0,2200.0,9500.0
240,1,36081.7,19480.0,52683.4
274,1,2900.0,1900.0,3900.0
482,1,2900.0,1900.0,3900.0
274,1,5400.0,1100.0,9700.0
482,1,5400.0,1100.0,9700.0
476,1,2640.0,80.0,5200.0
477,1,2640.0,80.0,5200.0
125,1,7535.0,1270.0,13800.0
219,1,7535.0,1270.0,13800.0
220,1,7535.0,1270.0,13800.0
221,1,7535.0,1270.0,13800.0
505,1,7535.0,1270.0,13800.0
125,1,34000.0,30000.0,38000.0
219,1,34000.0,30000.0,38000.0
220,1,34000.0,30000.0,38000.0
221,1,34000.0,30000.0,38000.0
505,1,34000.0,30000.0,38000.0
456,1,1528.0,200.0,2856.0
533,1,1528.0,200.0,2856.0
241,1,1300.0,600.0,2000.0
241,1,6900.0,6900.0,6900.0
241,1,6000.0,6000.0,6000.0
241,1,3067.7,600.0,5535.4
406,1,470.0,470.0,470.0
406,1,3750.0,3750.0,3750.0
406,1,1100.0,700.0,1500.0
406,1,33100.0,31600.0,34600.0
71,1,6437.5,5900.0,6975.0
84,1,3500.0,3500.0,3500.0
85,1,3500.0,3500.0,3500.0
228,1,1195.0,190.0,2200.0
229,1,1195.0,190.0,2200.0
558,1,1195.0,190.0,2200.0
95,1,16000.0,11000.0,21000.0
97,1,16000.0,11000.0,21000.0
95,1,2800.0,600.0,5000.0
97,1,2800.0,600.0,5000.0
276,1,9515.0,5630.0,13400.0
104,1,20219.0,13400.0,27038.0
105,1,20219.0,13400.0,27038.0
170,1,20219.0,13400.0,27038.0
320,1,,,
320,1,8550.0,1800.0,15300.0
49,1,1535.0,170.0,2900.0
49,1,19450.0,8700.0,30200.0
47,1,2500.0,2200.0,2800.0
47,1,8350.0,6700.0,10000.0
607,1,2190.0,1980.0,2400.0
602,1,1300.0,200.0,2400.0
602,1,3800.0,1700.0,5900.0
602,1,27000.0,24000.0,30000.0
602,1,,,
130,1,2500.0,400.0,4600.0
131,1,2500.0,400.0,4600.0
393,1,2500.0,400.0,4600.0
130,1,20000.0,12000.0,28000.0
131,1,20000.0,12000.0,28000.0
393,1,20000.0,12000.0,28000.0
252,1,3000.0,200.0,5800.0
568,1,3000.0,200.0,5800.0
252,1,770.0,140.0,1400.0
568,1,770.0,140.0,1400.0
410,1,5200.0,5200.0,5200.0
410,1,60250.0,59300.0,61200.0
20,1,,,
21,1,,,
38,1,940.0,700.0,1180.0
433,1,940.0,700.0,1180.0
38,1,1226.75,520.0,1933.5
433,1,1226.75,520.0,1933.5
222,1,28400.0,24400.0,32400.0
222,1,32500.0,25000.0,40000.0
17,1,3971.6,3575.2,4368.0
18,1,3971.6,3575.2,4368.0
143,1,3971.6,3575.2,4368.0
17,1,,,
18,1,,,
143,1,,,
207,1,4297.5,800.0,7795.0
79,1,2810.9,300.0,5321.8
145,1,2810.9,300.0,5321.8
237,1,2810.9,300.0,5321.8
79,1,23000.0,13000.0,33000.0
145,1,23000.0,13000.0,33000.0
237,1,23000.0,13000.0,33000.0
209,1,1300.0,100.0,2500.0
209,1,8400.0,6800.0,10000.0
382,1,2160.0,220.0,4100.0
469,1,2160.0,220.0,4100.0
382,1,45700.0,40000.0,51400.0
469,1,45700.0,40000.0,51400.0
13,1,2462.15,600.0,4324.3
249,1,2462.15,600.0,4324.3
13,1,40500.0,39000.0,42000.0
249,1,40500.0,39000.0,42000.0
135,1,48550.0,35000.0,62100.0
169,1,48550.0,35000.0,62100.0
471,1,48550.0,35000.0,62100.0
495,1,1749.4,279.0,3219.8
578,1,3300.0,100.0,6500.0
578,1,1650.0,100.0,3200.0
461,1,723.0,200.0,1246.0
461,1,20500.0,16000.0,25000.0
396,1,16071.9,13402.0,18741.8
256,1,,,
256,1,1700.0,1700.0,1700.0
256,1,19250.0,14500.0,24000.0
277,1,13800.0,13800.0,13800.0
277,1,25000.0,25000.0,25000.0
87,1,14500.0,8900.0,20100.0
308,1,9000.0,9000.0,9000.0
309,1,9000.0,9000.0,9000.0
308,1,600.0,300.0,900.0
309,1,600.0,300.0,900.0
308,1,4000.0,3600.0,4400.0
309,1,4000.0,3600.0,4400.0
308,1,6700.0,6000.0,7400.0
309,1,6700.0,6000.0,7400.0
144,1,,,
313,1,,,
144,1,7474.0,6948.0,8000.0
313,1,7474.0,6948.0,8000.0
144,1,37950.0,37000.0,38900.0
313,1,37950.0,37000.0,38900.0
132,1,6738.5,6247.0,7230.0
580,1,2000.0,1000.0,3000.0
580,1,2350.0,800.0,3900.0
517,1,392.5,100.0,685.0
517,1,1879.0,600.0,3158.0
148,1,2300.0,2300.0,2300.0
148,1,2800.0,2800.0,2800.0
148,1,1700.0,900.0,2500.0
154,1,4200.0,700.0,7700.0
155,1,4200.0,700.0,7700.0
157,1,4200.0,700.0,7700.0
171,1,4200.0,700.0,7700.0
604,1,3000.0,200.0,5800.0
604,1,850.0,100.0,1600.0
604,1,4900.0,2800.0,7000.0
548,1,3850.0,3600.0,4100.0
288,1,1812.5,500.0,3125.0
583,1,1812.5,500.0,3125.0
597,1,1812.5,500.0,3125.0
93,1,900.0,200.0,1600.0
333,1,900.0,200.0,1600.0
521,1,900.0,200.0,1600.0
562,1,900.0,200.0,1600.0
590,1,900.0,200.0,1600.0
591,1,900.0,200.0,1600.0
178,1,947.5,200.0,1695.0
178,1,4250.0,1700.0,6800.0
178,1,28573.0,21000.0,36146.0
178,1,3980.0,1400.0,6560.0
186,1,477.5,455.0,500.0
196,1,1750.0,500.0,3000.0
196,1,2500.0,300.0,4700.0
196,1,1250.0,300.0,2200.0
299,1,2323.75,300.0,4347.5
233,1,319.5,100.0,539.0
448,1,319.5,100.0,539.0
599,1,319.5,100.0,539.0
149,1,700.0,200.0,1200.0
150,1,700.0,200.0,1200.0
156,1,700.0,200.0,1200.0
212,1,700.0,200.0,1200.0
149,1,950.0,200.0,1700.0
150,1,950.0,200.0,1700.0
156,1,950.0,200.0,1700.0
212,1,950.0,200.0,1700.0
149,1,2100.0,500.0,3700.0
150,1,2100.0,500.0,3700.0
156,1,2100.0,500.0,3700.0
212,1,2100.0,500.0,3700.0
149,1,,,
150,1,,,
156,1,,,
212,1,,,
149,1,800.0,300.0,1300.0
150,1,800.0,300.0,1300.0
156,1,800.0,300.0,1300.0
212,1,800.0,300.0,1300.0
440,2,2000.0,,
440,2,300.0,,
78,2,8647.0,1094.0,16200.0
226,2,8647.0,1094.0,16200.0
227,2,8647.0,1094.0,16200.0
301,2,8647.0,1094.0,16200.0
364,2,8647.0,1094.0,16200.0
572,2,8647.0,1094.0,16200.0
78,2,12450.0,1800.0,23100.0
226,2,12450.0,1800.0,23100.0
227,2,12450.0,1800.0,23100.0
301,2,12450.0,1800.0,23100.0
364,2,12450.0,1800.0,23100.0
572,2,12450.0,1800.0,23100.0
50,2,15300.0,,
51,2,15300.0,,
50,2,2900.0,,
51,2,2900.0,,
50,2,16800.0,,
51,2,16800.0,,
50,2,3200.0,,
51,2,3200.0,,
50,2,15310.0,,
51,2,15310.0,,
50,2,16840.0,,
51,2,16840.0,,
50,2,18220.0,,
51,2,18220.0,,
50,2,17560.0,,
51,2,17560.0,,
50,2,15310.0,,
51,2,15310.0,,
50,2,16840.0,,
51,2,16840.0,,
50,2,17560.0,,
51,2,17560.0,,
50,2,3550.0,200.0,6900.0
51,2,3550.0,200.0,6900.0
50,2,11250.0,5200.0,17300.0
51,2,11250.0,5200.0,17300.0
50,2,17000.0,15200.0,18800.0
51,2,17000.0,15200.0,18800.0
113,2,20000.0,,
582,2,20000.0,,
113,2,3200.0,,
582,2,3200.0,,
113,2,3500.0,,
582,2,3500.0,,
113,2,600.0,,
582,2,600.0,,
113,2,15980.0,,
582,2,15980.0,,
113,2,19960.0,,
582,2,19960.0,,
113,2,3460.0,,
582,2,3460.0,,
113,2,20780.0,19960.0,21600.0
582,2,20780.0,19960.0,21600.0
113,2,18684.0,14768.0,22600.0
582,2,18684.0,14768.0,22600.0
33,2,1700.0,,
464,2,1700.0,,
488,2,1700.0,,
33,2,5035.0,1170.0,8900.0
464,2,5035.0,1170.0,8900.0
488,2,5035.0,1170.0,8900.0
55,2,700.0,,
56,2,700.0,,
55,2,100.0,,
56,2,100.0,,
55,2,18070.0,,
56,2,18070.0,,
55,2,1500.0,,
56,2,1500.0,,
55,2,960.0,,
56,2,960.0,,
55,2,690.0,,
56,2,690.0,,
55,2,830.0,,
56,2,830.0,,
55,2,960.0,,
56,2,960.0,,
55,2,830.0,,
56,2,830.0,,
55,2,11300.0,,
56,2,11300.0,,
55,2,,,
56,2,,,
55,2,,,
56,2,,,
55,2,10001.5,603.0,19400.0
56,2,10001.5,603.0,19400.0
55,2,18681.75,17025.0,20338.5
56,2,18681.75,17025.0,20338.5
240,2,25800.0,,
240,2,4800.0,,
240,2,24600.0,,
240,2,4500.0,,
240,2,22600.0,,
240,2,4200.0,,
240,2,0.0,,
240,2,0.0,,
240,2,0.0,,
240,2,25800.0,,
240,2,13500.0,,
240,2,28030.0,,
240,2,23680.0,,
240,2,26150.0,,
240,2,28010.0,,
240,2,25090.0,,
240,2,27040.0,,
240,2,25190.0,,
240,2,25870.0,,
240,2,24060.0,,
240,2,25090.0,,
240,2,52200.0,,
240,2,33800.0,,
240,2,24800.0,,
240,2,25900.0,,
240,2,25720.0,,
240,2,26060.0,,
240,2,21930.0,,
240,2,26350.0,,
240,2,23680.0,,
240,2,28010.0,,
240,2,27040.0,,
240,2,25870.0,,
240,2,24060.0,,
240,2,25090.0,,
240,2,24470.0,,
240,2,28040.0,,
240,2,24000.0,,
240,2,12450.0,4400.0,20500.0
240,2,21300.0,16400.0,26200.0
240,2,21250.0,15000.0,27500.0
274,2,13900.0,,
482,2,13900.0,,
274,2,2200.0,,
482,2,2200.0,,
274,2,13200.0,,
482,2,13200.0,,
274,2,2300.0,,
482,2,2300.0,,
274,2,13000.0,,
482,2,13000.0,,
274,2,2200.0,,
482,2,2200.0,,
274,2,13300.0,,
482,2,13300.0,,
274,2,2300.0,,
482,2,2300.0,,
274,2,0.0,,
482,2,0.0,,
274,2,17300.0,,
482,2,17300.0,,
274,2,3210.0,,
482,2,3210.0,,
274,2,16890.0,,
482,2,16890.0,,
274,2,14660.0,,
482,2,14660.0,,
274,2,21900.0,1400.0,42400.0
482,2,21900.0,1400.0,42400.0
274,2,15300.0,7400.0,23200.0
482,2,15300.0,7400.0,23200.0
476,2,1000.0,,
477,2,1000.0,,
476,2,200.0,,
477,2,200.0,,
476,2,1040.0,,
477,2,1040.0,,
476,2,3800.0,300.0,7300.0
477,2,3800.0,300.0,7300.0
3,2,1610.0,,
23,2,1610.0,,
24,2,1610.0,,
25,2,1610.0,,
26,2,1610.0,,
195,2,1610.0,,
387,2,1610.0,,
453,2,1610.0,,
484,2,1610.0,,
512,2,1610.0,,
573,2,1610.0,,
3,2,1680.0,,
23,2,1680.0,,
24,2,1680.0,,
25,2,1680.0,,
26,2,1680.0,,
195,2,1680.0,,
387,2,1680.0,,
453,2,1680.0,,
484,2,1680.0,,
512,2,1680.0,,
573,2,1680.0,,
3,2,730.0,,
23,2,730.0,,
24,2,730.0,,
25,2,730.0,,
26,2,730.0,,
195,2,730.0,,
387,2,730.0,,
453,2,730.0,,
484,2,730.0,,
512,2,730.0,,
573,2,730.0,,
3,2,910.0,,
23,2,910.0,,
24,2,910.0,,
25,2,910.0,,
26,2,910.0,,
195,2,910.0,,
387,2,910.0,,
453,2,910.0,,
484,2,910.0,,
512,2,910.0,,
573,2,910.0,,
3,2,2200.0,,
23,2,2200.0,,
24,2,2200.0,,
25,2,2200.0,,
26,2,2200.0,,
195,2,2200.0,,
387,2,2200.0,,
453,2,2200.0,,
484,2,2200.0,,
512,2,2200.0,,
573,2,2200.0,,
3,2,2570.0,,
23,2,2570.0,,
24,2,2570.0,,
25,2,2570.0,,
26,2,2570.0,,
195,2,2570.0,,
387,2,2570.0,,
453,2,2570.0,,
484,2,2570.0,,
512,2,2570.0,,
573,2,2570.0,,
3,2,840.0,,
23,2,840.0,,
24,2,840.0,,
25,2,840.0,,
26,2,840.0,,
195,2,840.0,,
387,2,840.0,,
453,2,840.0,,
484,2,840.0,,
512,2,840.0,,
573,2,840.0,,
3,2,800.0,,
23,2,800.0,,
24,2,800.0,,
25,2,800.0,,
26,2,800.0,,
195,2,800.0,,
387,2,800.0,,
453,2,800.0,,
484,2,800.0,,
512,2,800.0,,
573,2,800.0,,
3,2,1680.0,,
23,2,1680.0,,
24,2,1680.0,,
25,2,1680.0,,
26,2,1680.0,,
195,2,1680.0,,
387,2,1680.0,,
453,2,1680.0,,
484,2,1680.0,,
512,2,1680.0,,
573,2,1680.0,,
3,2,800.0,,
23,2,800.0,,
24,2,800.0,,
25,2,800.0,,
26,2,800.0,,
195,2,800.0,,
387,2,800.0,,
453,2,800.0,,
484,2,800.0,,
512,2,800.0,,
573,2,800.0,,
3,2,2570.0,,
23,2,2570.0,,
24,2,2570.0,,
25,2,2570.0,,
26,2,2570.0,,
195,2,2570.0,,
387,2,2570.0,,
453,2,2570.0,,
484,2,2570.0,,
512,2,2570.0,,
573,2,2570.0,,
125,2,2700.0,,
219,2,2700.0,,
220,2,2700.0,,
221,2,2700.0,,
505,2,2700.0,,
125,2,2260.0,,
219,2,2260.0,,
220,2,2260.0,,
221,2,2260.0,,
505,2,2260.0,,
125,2,2490.0,,
219,2,2490.0,,
220,2,2490.0,,
221,2,2490.0,,
505,2,2490.0,,
125,2,2270.0,,
219,2,2270.0,,
220,2,2270.0,,
221,2,2270.0,,
505,2,2270.0,,
125,2,2260.0,,
219,2,2260.0,,
220,2,2260.0,,
221,2,2260.0,,
505,2,2260.0,,
125,2,2270.0,,
219,2,2270.0,,
220,2,2270.0,,
221,2,2270.0,,
505,2,2270.0,,
125,2,1100.0,,
219,2,1100.0,,
220,2,1100.0,,
221,2,1100.0,,
505,2,1100.0,,
125,2,16795.0,2830.0,30760.0
219,2,16795.0,2830.0,30760.0
220,2,16795.0,2830.0,30760.0
221,2,16795.0,2830.0,30760.0
505,2,16795.0,2830.0,30760.0
447,2,1000.0,,
447,2,200.0,,
447,2,1200.0,,
447,2,1290.0,,
447,2,1290.0,,
456,2,3300.0,,
533,2,3300.0,,
456,2,500.0,,
533,2,500.0,,
456,2,4800.0,,
533,2,4800.0,,
456,2,800.0,,
533,2,800.0,,
456,2,4500.0,,
533,2,4500.0,,
456,2,700.0,,
533,2,700.0,,
456,2,4400.0,,
533,2,4400.0,,
456,2,700.0,,
533,2,700.0,,
456,2,3380.0,,
533,2,3380.0,,
456,2,2550.0,,
533,2,2550.0,,
456,2,3780.0,,
533,2,3780.0,,
456,2,3640.0,,
533,2,3640.0,,
456,2,2550.0,,
533,2,2550.0,,
456,2,3640.0,,
533,2,3640.0,,
456,2,14129.0,3258.0,25000.0
533,2,14129.0,3258.0,25000.0
322,2,600.0,,
322,2,100.0,,
322,2,900.0,,
322,2,710.0,,
322,2,1040.0,,
322,2,1530.0,,
322,2,1500.0,,
322,2,1140.0,,
322,2,1360.0,,
322,2,2470.0,,
322,2,3350.0,,
322,2,2460.0,,
322,2,2990.0,,
322,2,710.0,,
322,2,1530.0,,
322,2,1140.0,,
322,2,3350.0,,
322,2,2990.0,,
322,2,1360.0,,
241,2,7200.0,,
241,2,5960.0,,
241,2,5960.0,,
241,2,21700.0,,
241,2,6760.0,,
241,2,6760.0,,
241,2,15700.0,7000.0,24400.0
241,2,11000.0,11000.0,11000.0
241,2,21400.0,21400.0,21400.0
241,2,16748.6,7200.0,26297.2
406,2,2360.0,,
406,2,13800.0,13800.0,13800.0
406,2,20500.0,19000.0,22000.0
411,2,9200.0,,
411,2,1700.0,,
411,2,9500.0,,
411,2,1800.0,,
411,2,9200.0,,
411,2,1700.0,,
411,2,9170.0,,
411,2,9500.0,,
411,2,9200.0,,
411,2,9500.0,,
411,2,9200.0,,
428,2,2000.0,,
428,2,300.0,,
71,2,20400.0,,
71,2,3300.0,,
71,2,19300.0,,
71,2,8860.0,,
71,2,4920.0,,
71,2,22390.0,,
71,2,8860.0,,
71,2,7050.0,,
71,2,7040.0,,
71,2,20550.0,19100.0,22000.0
84,2,3990.0,,
85,2,3990.0,,
84,2,4300.0,4300.0,4300.0
85,2,4300.0,4300.0,4300.0
228,2,500.0,,
229,2,500.0,,
558,2,500.0,,
228,2,100.0,,
229,2,100.0,,
558,2,100.0,,
228,2,900.0,,
229,2,900.0,,
558,2,900.0,,
228,2,100.0,,
229,2,100.0,,
558,2,100.0,,
228,2,810.0,,
229,2,810.0,,
558,2,810.0,,
228,2,620.0,,
229,2,620.0,,
558,2,620.0,,
228,2,450.0,,
229,2,450.0,,
558,2,450.0,,
228,2,500.0,,
229,2,500.0,,
558,2,500.0,,
228,2,500.0,,
229,2,500.0,,
558,2,500.0,,
228,2,1500.0,,
229,2,1500.0,,
558,2,1500.0,,
228,2,430.0,,
229,2,430.0,,
558,2,430.0,,
228,2,750.0,,
229,2,750.0,,
558,2,750.0,,
228,2,850.0,,
229,2,850.0,,
558,2,850.0,,
228,2,4317.9,613.0,8022.8
229,2,4317.9,613.0,8022.8
558,2,4317.9,613.0,8022.8
95,2,12400.0,,
97,2,12400.0,,
95,2,2000.0,,
97,2,2000.0,,
95,2,21900.0,,
97,2,21900.0,,
95,2,3500.0,,
97,2,3500.0,,
95,2,2100.0,,
97,2,2100.0,,
95,2,300.0,,
97,2,300.0,,
95,2,21930.0,,
97,2,21930.0,,
95,2,12370.0,,
97,2,12370.0,,
95,2,2130.0,,
97,2,2130.0,,
95,2,14000.0,11000.0,17000.0
97,2,14000.0,11000.0,17000.0
95,2,13100.0,2600.0,23600.0
97,2,13100.0,2600.0,23600.0
276,2,11430.0,,
276,2,13075.0,12570.0,13580.0
104,2,17810.0,,
105,2,17810.0,,
170,2,17810.0,,
104,2,18900.0,16600.0,21200.0
105,2,18900.0,16600.0,21200.0
170,2,18900.0,16600.0,21200.0
320,2,7830.0,,
320,2,,,
320,2,15900.0,1200.0,30600.0
49,2,8900.0,7200.0,10600.0
47,2,10760.0,,
47,2,11500.0,10200.0,12800.0
47,2,11300.0,10800.0,11800.0
607,2,6600.0,,
607,2,1100.0,,
607,2,7000.0,,
607,2,1200.0,,
607,2,12600.0,,
607,2,2000.0,,
607,2,13250.0,,
607,2,11730.0,,
607,2,3380.0,,
607,2,12620.0,,
607,2,11600.0,10300.0,12900.0
602,2,3300.0,,
602,2,500.0,,
602,2,800.0,,
602,2,100.0,,
602,2,2500.0,,
602,2,400.0,,
602,2,750.0,,
602,2,400.0,,
602,2,390.0,,
602,2,380.0,,
602,2,380.0,,
602,2,3300.0,,
602,2,1420.0,,
602,2,6861.0,722.0,13000.0
602,2,,,
130,2,15800.0,,
131,2,15800.0,,
393,2,15800.0,,
130,2,2500.0,,
131,2,2500.0,,
393,2,2500.0,,
130,2,1400.0,,
131,2,1400.0,,
393,2,1400.0,,
130,2,200.0,,
131,2,200.0,,
393,2,200.0,,
130,2,15800.0,,
131,2,15800.0,,
393,2,15800.0,,
130,2,1240.0,,
131,2,1240.0,,
393,2,1240.0,,
130,2,15400.0,2800.0,28000.0
131,2,15400.0,2800.0,28000.0
393,2,15400.0,2800.0,28000.0
130,2,17436.75,14873.5,20000.0
131,2,17436.75,14873.5,20000.0
393,2,17436.75,14873.5,20000.0
252,2,1300.0,,
568,2,1300.0,,
252,2,200.0,,
568,2,200.0,,
252,2,4000.0,,
568,2,4000.0,,
252,2,2320.0,,
568,2,2320.0,,
252,2,1570.0,,
568,2,1570.0,,
252,2,2010.0,,
568,2,2010.0,,
252,2,1370.0,,
568,2,1370.0,,
252,2,1650.0,,
568,2,1650.0,,
252,2,1980.0,,
568,2,1980.0,,
252,2,1710.0,,
568,2,1710.0,,
252,2,1710.0,,
568,2,1710.0,,
252,2,980.0,,
568,2,980.0,,
252,2,1280.0,,
568,2,1280.0,,
252,2,870.0,,
568,2,870.0,,
252,2,2320.0,,
568,2,2320.0,,
252,2,2010.0,,
568,2,2010.0,,
252,2,1370.0,,
568,2,1370.0,,
252,2,1710.0,,
568,2,1710.0,,
252,2,14065.0,1030.0,27100.0
568,2,14065.0,1030.0,27100.0
252,2,3799.1,1000.0,6598.2
568,2,3799.1,1000.0,6598.2
410,2,24060.0,,
410,2,9800.0,9800.0,9800.0
410,2,20850.0,20500.0,21200.0
20,2,7610.0,,
21,2,7610.0,,
38,2,25100.0,,
433,2,25100.0,,
38,2,4000.0,,
433,2,4000.0,,
38,2,26200.0,,
433,2,26200.0,,
38,2,4200.0,,
433,2,4200.0,,
38,2,27300.0,,
433,2,27300.0,,
38,2,4400.0,,
433,2,4400.0,,
38,2,9000.0,,
433,2,9000.0,,
38,2,1400.0,,
433,2,1400.0,,
38,2,8960.0,,
433,2,8960.0,,
38,2,8800.0,,
433,2,8800.0,,
38,2,8800.0,,
433,2,8800.0,,
38,2,25800.0,,
433,2,25800.0,,
38,2,9020.0,,
433,2,9020.0,,
38,2,24950.0,,
433,2,24950.0,,
38,2,9020.0,,
433,2,9020.0,,
38,2,30000.0,25100.0,34900.0
433,2,30000.0,25100.0,34900.0
38,2,20008.35,8350.0,31666.7
433,2,20008.35,8350.0,31666.7
222,2,5800.0,,
222,2,900.0,,
222,2,6710.0,,
222,2,5840.0,,
222,2,0.0,,
222,2,6600.0,6500.0,6700.0
222,2,6650.0,5800.0,7500.0
17,2,22980.0,,
18,2,22980.0,,
143,2,22980.0,,
17,2,3150.0,,
18,2,3150.0,,
143,2,3150.0,,
17,2,14420.0,11855.0,16985.0
18,2,14420.0,11855.0,16985.0
143,2,14420.0,11855.0,16985.0
17,2,,,
18,2,,,
143,2,,,
207,2,12660.0,,
207,2,13227.5,12145.0,14310.0
79,2,2300.0,,
145,2,2300.0,,
237,2,2300.0,,
79,2,400.0,,
145,2,400.0,,
237,2,400.0,,
79,2,3700.0,,
145,2,3700.0,,
237,2,3700.0,,
79,2,600.0,,
145,2,600.0,,
237,2,600.0,,
79,2,26630.0,,
145,2,26630.0,,
237,2,26630.0,,
79,2,2970.0,,
145,2,2970.0,,
237,2,2970.0,,
79,2,31300.0,,
145,2,31300.0,,
237,2,31300.0,,
79,2,13704.8,2000.0,25409.6
145,2,13704.8,2000.0,25409.6
237,2,13704.8,2000.0,25409.6
79,2,19100.0,19100.0,19100.0
145,2,19100.0,19100.0,19100.0
237,2,19100.0,19100.0,19100.0
209,2,2000.0,,
209,2,300.0,,
209,2,2450.0,,
209,2,1810.0,,
209,2,3100.0,1900.0,4300.0
209,2,5500.0,5200.0,5800.0
245,2,13700.0,,
445,2,13700.0,,
245,2,2600.0,,
445,2,2600.0,,
245,2,13690.0,,
445,2,13690.0,,
245,2,7410.0,,
445,2,7410.0,,
608,2,500.0,,
608,2,100.0,,
608,2,500.0,,
608,2,100.0,,
608,2,1000.0,,
608,2,200.0,,
608,2,1400.0,,
608,2,200.0,,
608,2,220.0,,
382,2,500.0,,
469,2,500.0,,
382,2,100.0,,
469,2,100.0,,
382,2,2900.0,,
469,2,2900.0,,
382,2,500.0,,
469,2,500.0,,
382,2,800.0,,
469,2,800.0,,
382,2,100.0,,
469,2,100.0,,
382,2,0.0,,
469,2,0.0,,
382,2,1400.0,,
469,2,1400.0,,
382,2,710.0,,
469,2,710.0,,
382,2,690.0,,
469,2,690.0,,
382,2,630.0,,
469,2,630.0,,
382,2,600.0,,
469,2,600.0,,
382,2,530.0,,
469,2,530.0,,
382,2,530.0,,
469,2,530.0,,
382,2,510.0,,
469,2,510.0,,
382,2,550.0,,
469,2,550.0,,
382,2,4900.0,,
469,2,4900.0,,
382,2,1930.0,,
469,2,1930.0,,
382,2,3390.0,,
469,2,3390.0,,
382,2,1200.0,,
469,2,1200.0,,
382,2,1170.0,,
469,2,1170.0,,
382,2,700.0,,
469,2,700.0,,
382,2,370.0,,
469,2,370.0,,
382,2,640.0,,
469,2,640.0,,
382,2,370.0,,
469,2,370.0,,
382,2,700.0,,
469,2,700.0,,
382,2,6850.0,1000.0,12700.0
469,2,6850.0,1000.0,12700.0
382,2,31500.0,31500.0,31500.0
469,2,31500.0,31500.0,31500.0
62,2,1060.0,,
478,2,1060.0,,
479,2,1060.0,,
62,2,770.0,,
478,2,770.0,,
479,2,770.0,,
62,2,910.0,,
478,2,910.0,,
479,2,910.0,,
62,2,610.0,,
478,2,610.0,,
479,2,610.0,,
62,2,600.0,,
478,2,600.0,,
479,2,600.0,,
62,2,590.0,,
478,2,590.0,,
479,2,590.0,,
62,2,1150.0,,
478,2,1150.0,,
479,2,1150.0,,
62,2,730.0,,
478,2,730.0,,
479,2,730.0,,
13,2,500.0,,
249,2,500.0,,
13,2,100.0,,
249,2,100.0,,
13,2,2700.0,,
249,2,2700.0,,
13,2,400.0,,
249,2,400.0,,
13,2,700.0,,
249,2,700.0,,
13,2,390.0,,
249,2,390.0,,
13,2,510.0,,
249,2,510.0,,
13,2,370.0,,
249,2,370.0,,
13,2,360.0,,
249,2,360.0,,
13,2,360.0,,
249,2,360.0,,
13,2,870.0,,
249,2,870.0,,
13,2,3700.0,,
249,2,3700.0,,
13,2,1230.0,,
249,2,1230.0,,
13,2,2180.0,,
249,2,2180.0,,
13,2,960.0,,
249,2,960.0,,
13,2,1090.0,,
249,2,1090.0,,
13,2,610.0,,
249,2,610.0,,
13,2,440.0,,
249,2,440.0,,
13,2,2100.0,,
249,2,2100.0,,
13,2,430.0,,
249,2,430.0,,
13,2,3133.0,766.0,5500.0
249,2,3133.0,766.0,5500.0
13,2,20200.0,20200.0,20200.0
249,2,20200.0,20200.0,20200.0
135,2,20500.0,,
169,2,20500.0,,
471,2,20500.0,,
135,2,4000.0,,
169,2,4000.0,,
471,2,4000.0,,
135,2,0.0,,
169,2,0.0,,
471,2,0.0,,
135,2,21220.0,,
169,2,21220.0,,
471,2,21220.0,,
135,2,21400.0,,
169,2,21400.0,,
471,2,21400.0,,
135,2,21060.0,,
169,2,21060.0,,
471,2,21060.0,,
135,2,21230.0,,
169,2,21230.0,,
471,2,21230.0,,
135,2,9000.0,,
169,2,9000.0,,
471,2,9000.0,,
135,2,20960.0,,
169,2,20960.0,,
471,2,20960.0,,
135,2,18170.0,,
169,2,18170.0,,
471,2,18170.0,,
135,2,21060.0,,
169,2,21060.0,,
471,2,21060.0,,
135,2,21230.0,,
169,2,21230.0,,
471,2,21230.0,,
135,2,20960.0,,
169,2,20960.0,,
471,2,20960.0,,
135,2,26300.0,17600.0,35000.0
169,2,26300.0,17600.0,35000.0
