compound_id,public_id,name
135298,FDB107465,"TG(22:1(13Z)/20:3(5Z,8Z,11Z)/22:1(13Z))"
135299,FDB107466,"TG(22:1(13Z)/20:3(5Z,8Z,11Z)/24:1(15Z))"
135300,FDB107467,"TG(22:1(13Z)/20:3(5Z,8Z,11Z)/18:2(9Z,12Z))"
135301,FDB107468,"TG(22:1(13Z)/20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z))"
135302,FDB107469,"TG(22:1(13Z)/20:3(5Z,8Z,11Z)/20:2n6)"
135303,FDB107470,"TG(22:1(13Z)/20:3(5Z,8Z,11Z)/20:3n6)"
135304,FDB107471,"TG(22:1(13Z)/20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z))"
135305,FDB107472,"TG(22:1(13Z)/20:3(5Z,8Z,11Z)/22:2(13Z,16Z))"
135306,FDB107473,"TG(22:1(13Z)/20:3(5Z,8Z,11Z)/22:4(7Z,10Z,13Z,16Z))"
135307,FDB107474,"TG(22:1(13Z)/20:3(5Z,8Z,11Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
135308,FDB107475,"TG(22:1(13Z)/20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z))"
135309,FDB107476,"TG(22:1(13Z)/20:3(5Z,8Z,11Z)/18:4(6Z,9Z,12Z,15Z))"
135310,FDB107477,"TG(22:1(13Z)/20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z))"
135311,FDB107478,"TG(22:1(13Z)/20:3(5Z,8Z,11Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
135312,FDB107479,"TG(22:1(13Z)/20:3(5Z,8Z,11Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
135313,FDB107480,"TG(22:1(13Z)/20:3(5Z,8Z,11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
135314,FDB107481,"TG(22:1(13Z)/20:3(5Z,8Z,11Z)/O-18:0)"
135315,FDB107482,TG(22:1(13Z)/22:1(13Z)/24:1(15Z))
135316,FDB107483,TG(22:1(13Z)/22:1(13Z)/20:2n6)
135317,FDB107484,TG(22:1(13Z)/22:1(13Z)/20:3n6)
135318,FDB107485,"TG(22:1(13Z)/22:1(13Z)/20:4(5Z,8Z,11Z,14Z))"
135319,FDB107486,"TG(22:1(13Z)/22:1(13Z)/22:2(13Z,16Z))"
135320,FDB107487,"TG(22:1(13Z)/22:1(13Z)/22:4(7Z,10Z,13Z,16Z))"
135321,FDB107488,"TG(22:1(13Z)/22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
135322,FDB107489,"TG(22:1(13Z)/22:1(13Z)/18:4(6Z,9Z,12Z,15Z))"
135323,FDB107490,"TG(22:1(13Z)/22:1(13Z)/20:4(8Z,11Z,14Z,17Z))"
135324,FDB107491,"TG(22:1(13Z)/22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
135325,FDB107492,"TG(22:1(13Z)/22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
135326,FDB107493,"TG(22:1(13Z)/22:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
135327,FDB107494,TG(22:1(13Z)/22:1(13Z)/O-18:0)
135328,FDB107495,TG(22:1(13Z)/24:1(15Z)/22:1(13Z))
135329,FDB107496,TG(22:1(13Z)/24:1(15Z)/24:1(15Z))
135330,FDB107497,"TG(22:1(13Z)/24:1(15Z)/18:2(9Z,12Z))"
135331,FDB107498,"TG(22:1(13Z)/24:1(15Z)/18:3(6Z,9Z,12Z))"
135332,FDB107499,TG(22:1(13Z)/24:1(15Z)/20:2n6)
135333,FDB107500,TG(22:1(13Z)/24:1(15Z)/20:3n6)
135334,FDB107501,"TG(22:1(13Z)/24:1(15Z)/20:4(5Z,8Z,11Z,14Z))"
135335,FDB107502,"TG(22:1(13Z)/24:1(15Z)/22:2(13Z,16Z))"
135336,FDB107503,"TG(22:1(13Z)/24:1(15Z)/22:4(7Z,10Z,13Z,16Z))"
135337,FDB107504,"TG(22:1(13Z)/24:1(15Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
135338,FDB107505,"TG(22:1(13Z)/24:1(15Z)/18:3(9Z,12Z,15Z))"
135339,FDB107506,"TG(22:1(13Z)/24:1(15Z)/18:4(6Z,9Z,12Z,15Z))"
135340,FDB107507,"TG(22:1(13Z)/24:1(15Z)/20:4(8Z,11Z,14Z,17Z))"
135341,FDB107508,"TG(22:1(13Z)/24:1(15Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
135342,FDB107509,"TG(22:1(13Z)/24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
135343,FDB107510,"TG(22:1(13Z)/24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
135344,FDB107511,TG(22:1(13Z)/24:1(15Z)/O-18:0)
135345,FDB107512,"TG(22:1(13Z)/18:2(9Z,12Z)/24:1(15Z))"
135346,FDB107513,"TG(22:1(13Z)/18:2(9Z,12Z)/20:2n6)"
135347,FDB107514,"TG(22:1(13Z)/18:2(9Z,12Z)/20:3n6)"
135348,FDB107515,"TG(22:1(13Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))"
135349,FDB107516,"TG(22:1(13Z)/18:2(9Z,12Z)/22:2(13Z,16Z))"
135350,FDB107517,"TG(22:1(13Z)/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))"
135351,FDB107518,"TG(22:1(13Z)/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
135352,FDB107519,"TG(22:1(13Z)/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))"
135353,FDB107520,"TG(22:1(13Z)/18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))"
135354,FDB107521,"TG(22:1(13Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
135355,FDB107522,"TG(22:1(13Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
135356,FDB107523,"TG(22:1(13Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
135357,FDB107524,"TG(22:1(13Z)/18:2(9Z,12Z)/O-18:0)"
135358,FDB107525,"TG(22:1(13Z)/18:3(6Z,9Z,12Z)/24:1(15Z))"
135359,FDB107526,"TG(22:1(13Z)/18:3(6Z,9Z,12Z)/20:2n6)"
135360,FDB107527,"TG(22:1(13Z)/18:3(6Z,9Z,12Z)/20:3n6)"
135361,FDB107528,"TG(22:1(13Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))"
135362,FDB107529,"TG(22:1(13Z)/18:3(6Z,9Z,12Z)/22:2(13Z,16Z))"
135363,FDB107530,"TG(22:1(13Z)/18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))"
135364,FDB107531,"TG(22:1(13Z)/18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
135365,FDB107532,"TG(22:1(13Z)/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))"
135366,FDB107533,"TG(22:1(13Z)/18:3(6Z,9Z,12Z)/20:4(8Z,11Z,14Z,17Z))"
135367,FDB107534,"TG(22:1(13Z)/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
135368,FDB107535,"TG(22:1(13Z)/18:3(6Z,9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
135369,FDB107536,"TG(22:1(13Z)/18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
135370,FDB107537,"TG(22:1(13Z)/18:3(6Z,9Z,12Z)/O-18:0)"
135371,FDB107538,TG(22:1(13Z)/20:2n6/22:1(13Z))
135372,FDB107539,TG(22:1(13Z)/20:2n6/24:1(15Z))
135373,FDB107540,"TG(22:1(13Z)/20:2n6/18:2(9Z,12Z))"
135374,FDB107541,"TG(22:1(13Z)/20:2n6/18:3(6Z,9Z,12Z))"
135375,FDB107542,TG(22:1(13Z)/20:2n6/20:2n6)
135376,FDB107543,TG(22:1(13Z)/20:2n6/20:3n6)
135377,FDB107544,"TG(22:1(13Z)/20:2n6/20:4(5Z,8Z,11Z,14Z))"
135378,FDB107545,"TG(22:1(13Z)/20:2n6/22:2(13Z,16Z))"
135379,FDB107546,"TG(22:1(13Z)/20:2n6/22:4(7Z,10Z,13Z,16Z))"
135380,FDB107547,"TG(22:1(13Z)/20:2n6/22:5(4Z,7Z,10Z,13Z,16Z))"
135381,FDB107548,"TG(22:1(13Z)/20:2n6/18:3(9Z,12Z,15Z))"
135382,FDB107549,"TG(22:1(13Z)/20:2n6/18:4(6Z,9Z,12Z,15Z))"
135383,FDB107550,"TG(22:1(13Z)/20:2n6/20:4(8Z,11Z,14Z,17Z))"
135384,FDB107551,"TG(22:1(13Z)/20:2n6/20:5(5Z,8Z,11Z,14Z,17Z))"
135385,FDB107552,"TG(22:1(13Z)/20:2n6/22:5(7Z,10Z,13Z,16Z,19Z))"
135386,FDB107553,"TG(22:1(13Z)/19:2n6/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
135387,FDB107554,TG(22:1(13Z)/20:2n6/O-18:0)
135388,FDB107555,TG(22:1(13Z)/20:3n6/22:1(13Z))
135389,FDB107556,TG(22:1(13Z)/20:3n6/24:1(15Z))
135390,FDB107557,"TG(22:1(13Z)/20:3n6/18:2(9Z,12Z))"
135391,FDB107558,"TG(22:1(13Z)/20:3n6/18:3(6Z,9Z,12Z))"
135392,FDB107559,TG(22:1(13Z)/20:3n6/20:2n6)
135393,FDB107560,TG(22:1(13Z)/20:3n6/20:3n6)
135394,FDB107561,"TG(22:1(13Z)/20:3n6/20:4(5Z,8Z,11Z,14Z))"
135395,FDB107562,"TG(22:1(13Z)/20:3n6/22:2(13Z,16Z))"
135396,FDB107563,"TG(22:1(13Z)/20:3n6/22:4(7Z,10Z,13Z,16Z))"
135397,FDB107564,"TG(22:1(13Z)/20:3n6/22:5(4Z,7Z,10Z,13Z,16Z))"
135398,FDB107565,"TG(22:1(13Z)/20:3n6/18:3(9Z,12Z,15Z))"
135399,FDB107566,"TG(22:1(13Z)/20:3n6/18:4(6Z,9Z,12Z,15Z))"
135400,FDB107567,"TG(22:1(13Z)/20:3n6/20:4(8Z,11Z,14Z,17Z))"
135401,FDB107568,"TG(22:1(13Z)/20:3n6/20:5(5Z,8Z,11Z,14Z,17Z))"
135402,FDB107569,"TG(22:1(13Z)/20:3n6/22:5(7Z,10Z,13Z,16Z,19Z))"
135403,FDB107570,"TG(22:1(13Z)/20:3n6/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
135404,FDB107571,TG(22:1(13Z)/20:3n6/O-18:0)
135405,FDB107572,"TG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))"
135406,FDB107573,"TG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/24:1(15Z))"
135407,FDB107574,"TG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))"
135408,FDB107575,"TG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z))"
135409,FDB107576,"TG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/20:2n6)"
135410,FDB107577,"TG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/20:3n6)"
135411,FDB107578,"TG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))"
135412,FDB107579,"TG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))"
135413,FDB107580,"TG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))"
135414,FDB107581,"TG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
135415,FDB107582,"TG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))"
135416,FDB107583,"TG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z))"
135417,FDB107584,"TG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))"
135418,FDB107585,"TG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
135419,FDB107586,"TG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
135420,FDB107587,"TG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
135421,FDB107588,"TG(22:1(13Z)/20:4(5Z,8Z,11Z,14Z)/O-18:0)"
135422,FDB107589,"TG(22:1(13Z)/22:2(13Z,16Z)/22:1(13Z))"
135423,FDB107590,"TG(22:1(13Z)/22:2(13Z,16Z)/24:1(15Z))"
135424,FDB107591,"TG(22:1(13Z)/22:2(13Z,16Z)/18:2(9Z,12Z))"
135425,FDB107592,"TG(22:1(13Z)/22:2(13Z,16Z)/18:3(6Z,9Z,12Z))"
135426,FDB107593,"TG(22:1(13Z)/22:2(13Z,16Z)/20:2n6)"
135427,FDB107594,"TG(22:1(13Z)/22:2(13Z,16Z)/20:3n6)"
135428,FDB107595,"TG(22:1(13Z)/22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z))"
135429,FDB107596,"TG(22:1(13Z)/22:2(13Z,16Z)/22:2(13Z,16Z))"
135430,FDB107597,"TG(22:1(13Z)/22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z))"
135431,FDB107598,"TG(22:1(13Z)/22:2(13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
135432,FDB107599,"TG(22:1(13Z)/22:2(13Z,16Z)/18:3(9Z,12Z,15Z))"
135433,FDB107600,"TG(22:1(13Z)/22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z))"
135434,FDB107601,"TG(22:1(13Z)/22:2(13Z,16Z)/20:4(8Z,11Z,14Z,17Z))"
135435,FDB107602,"TG(22:1(13Z)/22:2(13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
135436,FDB107603,"TG(22:1(13Z)/22:2(13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
135437,FDB107604,"TG(22:1(13Z)/22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
135438,FDB107605,"TG(22:1(13Z)/22:2(13Z,16Z)/O-18:0)"
135439,FDB107606,"TG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/22:1(13Z))"
135440,FDB107607,"TG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/24:1(15Z))"
135441,FDB107608,"TG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z))"
135442,FDB107609,"TG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z))"
135443,FDB107610,"TG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/20:2n6)"
135444,FDB107611,"TG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/20:3n6)"
135445,FDB107612,"TG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))"
135446,FDB107613,"TG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z))"
135447,FDB107614,"TG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))"
135448,FDB107615,"TG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
135449,FDB107616,"TG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z))"
135450,FDB107617,"TG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z))"
135451,FDB107618,"TG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))"
135452,FDB107619,"TG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
135453,FDB107620,"TG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
135454,FDB107621,"TG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
135455,FDB107622,"TG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/O-18:0)"
135456,FDB107623,"TG(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:1(13Z))"
135457,FDB107624,"TG(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z))"
135458,FDB107625,"TG(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z))"
135459,FDB107626,"TG(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z))"
135460,FDB107627,"TG(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:2n6)"
135461,FDB107628,"TG(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:3n6)"
135462,FDB107629,"TG(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))"
135463,FDB107630,"TG(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:2(13Z,16Z))"
135464,FDB107631,"TG(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))"
135465,FDB107632,"TG(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
135466,FDB107633,"TG(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z))"
135467,FDB107634,"TG(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z))"
135468,FDB107635,"TG(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))"
135469,FDB107636,"TG(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
135470,FDB107637,"TG(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
135471,FDB107638,"TG(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
135472,FDB107639,"TG(22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z)/O-18:0)"
135473,FDB107640,"TG(22:1(13Z)/18:3(9Z,12Z,15Z)/24:1(15Z))"
135474,FDB107641,"TG(22:1(13Z)/18:3(9Z,12Z,15Z)/20:2n6)"
135475,FDB107642,"TG(22:1(13Z)/18:3(9Z,12Z,15Z)/20:3n6)"
135476,FDB107643,"TG(22:1(13Z)/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))"
135477,FDB107644,"TG(22:1(13Z)/18:3(9Z,12Z,15Z)/22:2(13Z,16Z))"
135478,FDB107645,"TG(22:1(13Z)/18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))"
135479,FDB107646,"TG(22:1(13Z)/18:3(9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
135480,FDB107647,"TG(22:1(13Z)/18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))"
135481,FDB107648,"TG(22:1(13Z)/18:3(9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z))"
135482,FDB107649,"TG(22:1(13Z)/18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
135483,FDB107650,"TG(22:1(13Z)/18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
135484,FDB107651,"TG(22:1(13Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
135485,FDB107652,"TG(22:1(13Z)/18:3(9Z,12Z,15Z)/O-18:0)"
135486,FDB107653,"TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/22:1(13Z))"
135487,FDB107654,"TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/24:1(15Z))"
135488,FDB107655,"TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z))"
135489,FDB107656,"TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/18:3(6Z,9Z,12Z))"
135490,FDB107657,"TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/20:2n6)"
135491,FDB107658,"TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/20:3n6)"
135492,FDB107659,"TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))"
135493,FDB107660,"TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))"
135494,FDB107661,"TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))"
135495,FDB107662,"TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
135496,FDB107663,"TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z))"
135497,FDB107664,"TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))"
135498,FDB107665,"TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z))"
135499,FDB107666,"TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
135500,FDB107667,"TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
135501,FDB107668,"TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
135502,FDB107669,"TG(22:1(13Z)/18:4(6Z,9Z,12Z,15Z)/O-18:0)"
135503,FDB107670,"TG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/22:1(13Z))"
135504,FDB107671,"TG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/24:1(15Z))"
135505,FDB107672,"TG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z))"
135506,FDB107673,"TG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))"
135507,FDB107674,"TG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/20:2n6)"
135508,FDB107675,"TG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/20:3n6)"
135509,FDB107676,"TG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))"
135510,FDB107677,"TG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/22:2(13Z,16Z))"
135511,FDB107678,"TG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))"
135512,FDB107679,"TG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
135513,FDB107680,"TG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))"
135514,FDB107681,"TG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))"
135515,FDB107682,"TG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/20:4(8Z,11Z,14Z,17Z))"
135516,FDB107683,"TG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
135517,FDB107684,"TG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
135518,FDB107685,"TG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
135519,FDB107686,"TG(22:1(13Z)/20:4(8Z,11Z,14Z,17Z)/O-18:0)"
135520,FDB107687,"TG(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(13Z))"
135521,FDB107688,"TG(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z)/24:1(15Z))"
135522,FDB107689,"TG(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))"
135523,FDB107690,"TG(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))"
135524,FDB107691,"TG(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:2n6)"
135525,FDB107692,"TG(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:3n6)"
135526,FDB107693,"TG(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))"
135527,FDB107694,"TG(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z))"
135528,FDB107695,"TG(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))"
135529,FDB107696,"TG(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
135530,FDB107697,"TG(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))"
135531,FDB107698,"TG(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))"
135532,FDB107699,"TG(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(8Z,11Z,14Z,17Z))"
135533,FDB107700,"TG(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
135534,FDB107701,"TG(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
135535,FDB107702,"TG(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
135536,FDB107703,"TG(22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z)/O-18:0)"
135537,FDB107704,"TG(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:1(13Z))"
135538,FDB107705,"TG(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z)/24:1(15Z))"
135539,FDB107706,"TG(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))"
135540,FDB107707,"TG(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:3(6Z,9Z,12Z))"
135541,FDB107708,"TG(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:2n6)"
135542,FDB107709,"TG(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:3n6)"
135543,FDB107710,"TG(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))"
135544,FDB107711,"TG(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z))"
135545,FDB107712,"TG(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z))"
